25 25 0  217
       14         4 -0.66666666666666640761
       14         5 -2.7755575615628913511e-17
       14        11 -1.3333333333333339255
       14        13 3.4008887462067749164e-16
       14        14 2.6666666666666669627
       15         2 -2.2204460492503130808e-16
       15         3 -0.66666666666666651864
       15         6 -0.66666666666666651864
       15        15 2.6666666666666656305
       15        16 -1.3333333333333332593
       15        17 2.7755575615628913511e-16
       16         2 4.3888503942213219489e-16
       16         3 6.9388939039072283776e-17
       16         5 3.9898639947466563171e-17
       16         6 4.1633363423443370266e-17
       16        10 -1.3333333333333339255
       16        15 -1.3333333333333330373
       16        16 5.3333333333333339255
       16        17 -1.3333333333333339255
       16        18 -1.3333333333333332593
       17         2 -0.66666666666666662966
       17         3 -0.66666666666666640761
       17         6 -1.3877787807814456755e-17
       17        15 2.7755575615628913511e-16
       17        16 -1.3333333333333339255
       17        17 2.6666666666666665186
       18         2 -2.168404344971008868e-16
       18         5 -1.3333333333333332593
       18         6 -1.3333333333333330373
       18         9 -1.3877787807814456755e-17
       18        10 3.4008887462067749164e-16
       18        16 -1.3333333333333332593
       18        18 5.3333333333333321491
       18        23 2.7755575615628913511e-16
       18        24 -1.3333333333333339255
       19         4 -2.2204460492503130808e-16
       19         5 -1.3333333333333330373
       19         8 -1.3333333333333330373
       19         9 -2.7755575615628913511e-17
       19        13 2.7755575615628913511e-16
       19        19 5.3333333333333321491
       19        20 -1.3333333333333332593
       19        24 -1.3333333333333339255
       19        25 3.4008887462067749164e-16
       20         4 4.3888503942213219489e-16
       20         5 6.9388939039072283776e-17
       20         7 3.9898639947466563171e-17
       20         8 4.1633363423443370266e-17
       20        13 -1.3333333333333339255
       20        19 -1.3333333333333330373
       20        20 5.3333333333333339255
       20        21 -1.3333333333333332593
       20        22 -1.3333333333333339255
       21         4 -2.168404344971008868e-16
       21         7 -0.66666666666666662966
       21         8 -0.66666666666666651864
       21        20 -1.3333333333333332593
       21        21 2.6666666666666656305
       21        22 3.4008887462067749164e-16
       22         4 -0.66666666666666662966
       22         7 -0.66666666666666640761
       22         8 -2.7755575615628913511e-17
       22        20 -1.3333333333333339255
       22        21 3.4008887462067749164e-16
       22        22 2.6666666666666669627
       23         5 -2.2204460492503130808e-16
       23         6 -0.66666666666666651864
       23         9 -0.66666666666666651864
       23        18 2.7755575615628913511e-16
       23        23 2.6666666666666656305
       23        24 -1.3333333333333332593
       24         5 4.3888503942213219489e-16
       24         6 6.9388939039072283776e-17
       24         8 3.9898639947466563171e-17
       24         9 4.1633363423443370266e-17
       24        18 -1.3333333333333339255
       24        19 -1.3333333333333339255
       24        23 -1.3333333333333330373
       24        24 5.3333333333333339255
       24        25 -1.3333333333333332593
       25         5 -2.168404344971008868e-16
       25         8 -0.66666666666666662966
       25         9 -0.66666666666666651864
       25        19 3.4008887462067749164e-16
       25        24 -1.3333333333333332593
       25        25 2.6666666666666656305

