49 49 0  673
       11         9 -2.024999999999999023
       11        10 1.0547118733938987134e-15
       11        11 8.1000000000000014211
       11        12 1.0547118733938987134e-15
       11        13 -2.0250000000000021316
       11        22 -2.0250000000000003553
       11        23 -2.0250000000000021316
       11        24 1.1102230246251565404e-16
       11        27 -4.5796699765787707292e-16
       12         7 0.71249999999999924505
       12         8 -2.0249999999999994671
       12         9 -9.8532293435482642963e-16
       12        10 -1.2143064331837649661e-16
       12        11 1.2212453270876721945e-15
       12        12 6.7499999999999982236
       12        13 -3.3749999999999982236
       12        14 0.33750000000000007772
       12        15 0.33749999999999968914
       12        16 -0.037499999999999866773
       12        18 -8.4654505627668186207e-16
       12        19 1.0547118733938987134e-15
       12        22 -1.6875000000000004441
       12        23 0.33750000000000007772
       12        24 -0.037500000000000033307
       12        27 -1.3124999999999995559
       13         7 -1.3124999999999984457
       13         8 1.1069807754418425236e-15
       13         9 1.2351231148954866512e-15
       13        10 -2.4286128663675299322e-16
       13        11 -2.0250000000000021316
       13        12 -3.3749999999999982236
       13        13 6.7499999999999982236
       13        14 0.33749999999999846789
       13        15 -1.6874999999999984457
       13        16 -0.037499999999999686362
       13        18 -1.1102230246251565404e-16
       13        19 -1.4571677198205179593e-16
       13        22 0.33750000000000024425
       13        23 0.33750000000000041078
       13        24 -0.037499999999999977796
       13        27 0.71249999999999968914
       14         1 -0.075000000000000122125
       14         2 -2.0250000000000003553
       14         3 -1.6875000000000004441
       14         4 0.33750000000000029976
       14         5 0.33749999999999991118
       14         6 0.33749999999999874545
       14         7 0.075000000000000052736
       14         8 -2.0249999999999999112
       14        12 0.33749999999999996669
       14        13 0.33749999999999857891
       14        14 6.7500000000000017764
       14        15 -1.3499999999999974243
       14        16 0.075000000000000510703
       14        18 -1.6875000000000004441
       14        19 0.33750000000000029976
       14        27 -0.075000000000000136002
       15         1 -0.074999999999999983347
       15         2 -2.0250000000000021316
       15         3 0.33750000000000007772
       15         4 0.33750000000000029976
       15         5 0.33749999999999991118
       15         6 -1.6874999999999975575
       15         7 0.074999999999999872324
       15         8 -2.0250000000000021316
       15        12 0.33749999999999957812
       15        13 -1.6874999999999984457
       15        14 -1.3499999999999974243
       15        15 6.7499999999999982236
       15        16 0.074999999999999414357
       15        18 0.3375000000000000222
       15        19 0.33750000000000024425
       15        27 -0.074999999999999997224
       16         1 -0.087499999999999869549
       16         2 -4.4408920985006261617e-16
       16         3 -0.67499999999999982236
       16         4 0.33749999999999974465
       16         5 -0.037499999999999790445
       16         6 -0.037499999999999755751
       16         7 0
       16         8 -4.6820942106830982769e-16
       16        12 -0.037499999999999880651
       16        13 -0.037499999999999686362
       16        14 0.075000000000000482947
       16        15 0.074999999999999428235
       16        16 1.6999999999999981792
       16        17 5.8286708792820718372e-16
       16        18 -1.3124999999999995559
       16        19 0.71249999999999957812
       16        20 0.37499999999999938938
       16        21 -0.63749999999999906741
       16        25 -0.075000000000000122125
       16        26 -0.074999999999999997224
       16        27 -0.17499999999999985012
       16        28 -0.087499999999999855671
       17        16 5.8286708792820718372e-16
       17        17 8.1000000000000014211
       17        18 -2.024999999999999023
       17        19 1.0547118733938987134e-15
       17        20 1.0547118733938987134e-15
       17        21 -2.0250000000000021316
       17        25 -2.0250000000000003553
       17        26 -2.0250000000000021316
       17        27 1.1102230246251565404e-16
       17        28 -4.5796699765787707292e-16
       18         7 -0.037500000000000019429
       18         8 1.0108516314968771262e-15
       18        12 -8.0491169285323849181e-16
       18        13 -1.249000902703301108e-16
       18        14 -1.6875000000000004441
       18        15 0.33750000000000013323
       18        16 -1.3124999999999995559
       18        17 -2.024999999999999023
       18        18 6.7499999999999991118
       18        19 -3.3749999999999991118
       18        20 -9.7144514654701197287e-16
       18        21 1.2767564783189300215e-15
       18        25 0.33749999999999991118
       18        26 0.33749999999999996669
       18        27 0.71249999999999946709
       18        28 -0.03749999999999976269
       19         7 -0.037499999999999963918
       19         8 -2.0250000000000021316
       19        12 9.9920072216264088638e-16
       19        13 -1.4571677198205179593e-16
       19        14 0.33750000000000018874
       19        15 0.33750000000000029976
       19        16 0.71249999999999968914
       19        17 9.9920072216264088638e-16
       19        18 -3.3749999999999991118
       19        19 6.7499999999999964473
       19        20 -1.0755285551056203985e-16
       19        21 -1.873501354054951662e-16
       19        25 0.33749999999999874545
       19        26 -1.6874999999999975575
       19        27 -1.3124999999999986677
       19        28 -0.037499999999999741873
       20        16 0.37499999999999938938
       20        17 1.2212453270876721945e-15
       20        18 -9.8532293435482642963e-16
       20        19 -1.2143064331837649661e-16
       20        20 3.375
       20        21 -1.6874999999999993339
       20        25 -1.6875000000000004441
       20        26 0.33750000000000007772
       20        27 -0.037500000000000033307
       20        28 -0.67499999999999982236
       21        16 -0.63749999999999906741
       21        17 -2.0250000000000021316
       21        18 1.2351231148954866512e-15
       21        19 -2.4286128663675299322e-16
       21        20 -1.6874999999999993339
       21        21 3.3749999999999991118
       21        25 0.33750000000000024425
       21        26 0.33750000000000041078
       21        27 -0.037499999999999977796
       21        28 0.33749999999999974465
       22         7 -0.075000000000000122125
       22         9 0.33749999999999991118
       22        10 0.33749999999999874545
       22        11 -2.0250000000000003553
       22        12 -1.6875000000000004441
       22        13 0.33750000000000029976
       22        22 6.7500000000000017764
       22        23 -1.3499999999999974243
       22        24 0.075000000000000052736
       22        27 0.075000000000000510703
       22        31 -1.6875000000000004441
       22        32 0.33750000000000029976
       22        33 0.33749999999999996669
       22        34 0.33749999999999857891
       22        39 -2.0249999999999999112
       22        40 -0.075000000000000136002
       23         7 -0.074999999999999983347
       23         9 0.33749999999999991118
       23        10 -1.6874999999999975575
       23        11 -2.0250000000000021316
       23        12 0.33750000000000007772
       23        13 0.33750000000000029976
       23        22 -1.3499999999999974243
       23        23 6.7499999999999982236
       23        24 0.074999999999999872324
       23        27 0.074999999999999414357
       23        31 0.3375000000000000222
       23        32 0.33750000000000024425
       23        33 0.33749999999999957812
       23        34 -1.6874999999999984457
       23        39 -2.0250000000000021316
       23        40 -0.074999999999999997224
       24         7 -0.087499999999999952816
       24         9 0.33749999999999991118
       24        10 -0.67499999999999926725
       24        11 1.249000902703301108e-16
       24        12 -0.037500000000000040246
       24        13 -0.037499999999999977796
       24        22 0.075000000000000066613
       24        23 0.074999999999999872324
       24        24 0.84999999999999875655
       24        27 0
       24        31 -0.037500000000000019429
       24        32 -0.037499999999999963918
       24        33 0.33749999999999980016
       24        34 -0.67499999999999926725
       24        39 8.3266726846886740532e-17
       24        40 -0.087499999999999966693
       25        16 -0.075000000000000122125
       25        17 -2.0250000000000003553
       25        18 0.33749999999999991118
       25        19 0.33749999999999874545
       25        20 -1.6875000000000004441
       25        21 0.33750000000000029976
       25        25 6.7500000000000017764
       25        26 -1.3499999999999974243
       25        27 0.075000000000000052736
       25        28 0.075000000000000510703
       25        29 0.33749999999999996669
       25        30 0.33749999999999857891
       25        35 -1.6875000000000004441
       25        36 0.33750000000000029976
       25        38 -2.0249999999999999112
       25        43 -0.075000000000000136002
       26        16 -0.074999999999999983347
       26        17 -2.0250000000000021316
       26        18 0.33749999999999991118
       26        19 -1.6874999999999975575
       26        20 0.33750000000000007772
       26        21 0.33750000000000029976
       26        25 -1.3499999999999974243
       26        26 6.7499999999999982236
       26        27 0.074999999999999872324
       26        28 0.074999999999999414357
       26        29 0.33749999999999957812
       26        30 -1.6874999999999984457
       26        35 0.3375000000000000222
       26        36 0.33750000000000024425
       26        38 -2.0250000000000021316
       26        43 -0.074999999999999997224
       27         7 -0.17499999999999982236
       27         8 3.9882048202923749461e-16
       27         9 -0.037499999999999790445
       27        10 -0.037499999999999755751
       27        11 -4.4408920985006261617e-16
       27        12 -1.3124999999999995559
       27        13 0.71249999999999968914
       27        14 -0.07500000000000014988
       27        15 -0.074999999999999997224
       27        16 -0.17499999999999982236
       27        17 1.249000902703301108e-16
       27        18 0.71249999999999946709
       27        19 -1.3124999999999986677
       27        20 -0.037500000000000040246
       27        21 -0.037499999999999977796
       27        22 0.075000000000000482947
       27        23 0.074999999999999428235
       27        24 0
       27        25 0.075000000000000066613
       27        26 0.074999999999999872324
       27        27 3.3999999999999954703
       27        28 0
       27        29 0.71249999999999924505
       27        30 -1.3124999999999982236
       27        31 -1.3124999999999995559
       27        32 0.71249999999999957812
       27        33 -0.037499999999999880651
       27        34 -0.037499999999999686362
       27        35 -0.037500000000000019429
       27        36 -0.037499999999999963918
       27        37 5.8286708792820718372e-16
       27        38 8.3266726846886740532e-17
       27        39 -4.6820942106830982769e-16
       27        40 -0.17499999999999985012
       27        41 -0.075000000000000122125
       27        42 -0.074999999999999997224
       27        43 -0.17499999999999982236
       28        16 -0.087499999999999869549
       28        17 -4.4408920985006261617e-16
       28        18 -0.037499999999999790445
       28        19 -0.037499999999999755751
       28        20 -0.67499999999999982236
       28        21 0.33749999999999974465
       28        25 0.075000000000000482947
       28        26 0.074999999999999428235
       28        27 0
       28        28 0.84999999999999964473
       28        29 -0.037499999999999880651
       28        30 -0.037499999999999686362
       28        35 -0.67499999999999982236
       28        36 0.33749999999999980016
       28        38 -4.6820942106830982769e-16
       28        43 -0.087499999999999883427
       29        25 0.33750000000000007772
       29        26 0.33749999999999968914
       29        27 0.71249999999999924505
       29        28 -0.037499999999999866773
       29        29 6.7499999999999982236
       29        30 -3.3749999999999982236
       29        31 -9.8532293435482642963e-16
       29        32 -1.2143064331837649661e-16
       29        35 -8.4654505627668186207e-16
       29        36 1.0547118733938987134e-15
       29        37 1.2212453270876721945e-15
       29        38 -2.0249999999999994671
       29        40 -0.037500000000000033307
       29        41 -1.6875000000000004441
       29        42 0.33750000000000007772
       29        43 -1.3124999999999995559
       30        25 0.33749999999999846789
       30        26 -1.6874999999999984457
       30        27 -1.3124999999999984457
       30        28 -0.037499999999999686362
       30        29 -3.3749999999999982236
       30        30 6.7499999999999982236
       30        31 1.2351231148954866512e-15
       30        32 -2.4286128663675299322e-16
       30        35 -1.1102230246251565404e-16
       30        36 -1.4571677198205179593e-16
       30        37 -2.0250000000000021316
       30        38 1.1069807754418425236e-15
       30        40 -0.037499999999999977796
       30        41 0.33750000000000024425
       30        42 0.33750000000000041078
       30        43 0.71249999999999968914
       31        22 -1.6875000000000004441
       31        23 0.33750000000000013323
       31        24 -0.037500000000000019429
       31        27 -1.3124999999999995559
       31        29 -9.7144514654701197287e-16
       31        30 1.2767564783189300215e-15
       31        31 6.7499999999999991118
       31        32 -3.3749999999999991118
       31        33 -8.0491169285323849181e-16
       31        34 -1.249000902703301108e-16
       31        37 -2.024999999999999023
       31        39 1.0108516314968771262e-15
       31        40 0.71249999999999946709
       31        41 0.33749999999999991118
       31        42 0.33749999999999996669
       31        43 -0.03749999999999976269
       32        22 0.33750000000000018874
       32        23 0.33750000000000029976
       32        24 -0.037499999999999963918
       32        27 0.71249999999999968914
       32        29 -1.0755285551056203985e-16
       32        30 -1.873501354054951662e-16
       32        31 -3.3749999999999991118
       32        32 6.7499999999999964473
       32        33 9.9920072216264088638e-16
       32        34 -1.4571677198205179593e-16
       32        37 9.9920072216264088638e-16
       32        39 -2.0250000000000021316
       32        40 -1.3124999999999986677
       32        41 0.33749999999999874545
       32        42 -1.6874999999999975575
       32        43 -0.037499999999999741873
       33        22 0.33750000000000007772
       33        23 0.33749999999999968914
       33        24 0.33749999999999985567
       33        27 -0.037499999999999866773
       33        31 -8.4654505627668186207e-16
       33        32 1.0547118733938987134e-15
       33        33 3.3749999999999986677
       33        34 -1.6874999999999988898
       33        39 -2.0249999999999994671
       33        40 -0.63749999999999962252
       34        22 0.33749999999999846789
       34        23 -1.6874999999999984457
       34        24 -0.67499999999999937828
       34        27 -0.037499999999999686362
       34        31 -1.1102230246251565404e-16
       34        32 -1.4571677198205179593e-16
       34        33 -1.6874999999999991118
       34        34 3.3749999999999986677
       34        39 1.1069807754418425236e-15
       34        40 0.37499999999999994449
       35        25 -1.6875000000000004441
       35        26 0.33750000000000013323
       35        27 -0.037500000000000019429
       35        28 -0.67499999999999982236
       35        29 -8.0491169285323849181e-16
       35        30 -1.249000902703301108e-16
       35        35 3.3750000000000004441
       35        36 -1.687499999999999778
       35        38 1.0108516314968771262e-15
       35        43 0.37499999999999955591
       36        25 0.33750000000000018874
       36        26 0.33750000000000029976
       36        27 -0.037499999999999963918
       36        28 0.33749999999999980016
       36        29 9.9920072216264088638e-16
       36        30 -1.4571677198205179593e-16
       36        35 -1.687499999999999778
       36        36 3.375
       36        38 -2.0250000000000021316
       36        43 -0.63749999999999928946
       37        27 5.8286708792820718372e-16
       37        29 1.0547118733938987134e-15
       37        30 -2.0250000000000021316
       37        31 -2.024999999999999023
       37        32 1.0547118733938987134e-15
       37        37 8.1000000000000014211
       37        40 1.1102230246251565404e-16
       37        41 -2.0250000000000003553
       37        42 -2.0250000000000021316
       37        43 -4.5796699765787707292e-16
       38        25 -2.0249999999999999112
       38        26 -2.0250000000000016875
       38        27 5.5511151231257827021e-17
       38        28 -4.8208720887612428444e-16
       38        29 -2.0249999999999994671
       38        30 1.1624919266731003506e-15
       38        35 1.0108516314968771262e-15
       38        36 -2.0250000000000021316
       38        38 8.0999999999999996447
       38        43 3.8494269422142303785e-16
       39        22 -2.0249999999999999112
       39        23 -2.0250000000000016875
       39        24 5.5511151231257827021e-17
       39        27 -4.8208720887612428444e-16
       39        31 1.0108516314968771262e-15
       39        32 -2.0250000000000021316
       39        33 -2.0249999999999994671
       39        34 1.1624919266731003506e-15
       39        39 8.0999999999999996447
       39        40 3.8494269422142303785e-16
       40        22 -0.07500000000000014988
       40        23 -0.074999999999999997224
       40        24 -0.087499999999999952816
       40        27 -0.17499999999999982236
       40        29 -0.037500000000000040246
       40        30 -0.037499999999999977796
       40        31 0.71249999999999946709
       40        32 -1.3124999999999986677
       40        33 -0.63749999999999962252
       40        34 0.37499999999999988898
       40        37 1.249000902703301108e-16
       40        39 3.9882048202923749461e-16
       40        40 1.6999999999999972911
       40        41 0.075000000000000066613
       40        42 0.074999999999999872324
       40        43 0
       40        44 -0.087499999999999966693
       40        45 8.3266726846886740532e-17
       40        46 -0.037500000000000019429
       40        47 -0.037499999999999963918
       40        48 0.33749999999999980016
       40        49 -0.67499999999999926725
       41        27 -0.075000000000000122125
       41        29 -1.6875000000000004441
       41        30 0.33750000000000029976
       41        31 0.33749999999999991118
       41        32 0.33749999999999874545
       41        37 -2.0250000000000003553
       41        40 0.075000000000000052736
       41        41 6.7500000000000017764
       41        42 -1.3499999999999974243
       41        43 0.075000000000000510703
       41        44 -0.075000000000000136002
       41        45 -2.0249999999999999112
       41        46 -1.6875000000000004441
       41        47 0.33750000000000029976
       41        48 0.33749999999999996669
       41        49 0.33749999999999857891
       42        27 -0.074999999999999983347
       42        29 0.33750000000000007772
       42        30 0.33750000000000029976
       42        31 0.33749999999999991118
       42        32 -1.6874999999999975575
       42        37 -2.0250000000000021316
       42        40 0.074999999999999872324
       42        41 -1.3499999999999974243
       42        42 6.7499999999999982236
       42        43 0.074999999999999414357
       42        44 -0.074999999999999997224
       42        45 -2.0250000000000021316
       42        46 0.3375000000000000222
       42        47 0.33750000000000024425
       42        48 0.33749999999999957812
       42        49 -1.6874999999999984457
       43        25 -0.07500000000000014988
       43        26 -0.074999999999999997224
       43        27 -0.17499999999999982236
       43        28 -0.087499999999999869549
       43        29 -1.3124999999999995559
       43        30 0.71249999999999968914
       43        31 -0.037499999999999790445
       43        32 -0.037499999999999755751
       43        35 0.37499999999999955591
       43        36 -0.63749999999999928946
       43        37 -4.4408920985006261617e-16
       43        38 3.9882048202923749461e-16
       43        40 0
       43        41 0.075000000000000482947
       43        42 0.074999999999999428235
       43        43 1.6999999999999981792
       43        44 -0.087499999999999883427
       43        45 -4.6820942106830982769e-16
       43        46 -0.67499999999999982236
       43        47 0.33749999999999980016
       43        48 -0.037499999999999880651
       43        49 -0.037499999999999686362
       44        40 -0.087499999999999952816
       44        41 -0.07500000000000014988
       44        42 -0.074999999999999997224
       44        43 -0.087499999999999869549
       44        44 0.84999999999999853451
       44        45 3.9882048202923749461e-16
       44        46 0.37499999999999955591
       44        47 -0.63749999999999928946
       44        48 -0.63749999999999962252
       44        49 0.37499999999999988898
       45        40 5.5511151231257827021e-17
       45        41 -2.0249999999999999112
       45        42 -2.0250000000000016875
       45        43 -4.8208720887612428444e-16
       45        44 3.8494269422142303785e-16
       45        45 8.0999999999999996447
       45        46 1.0108516314968771262e-15
       45        47 -2.0250000000000021316
       45        48 -2.0249999999999994671
       45        49 1.1624919266731003506e-15
       46        40 -0.037500000000000019429
       46        41 -1.6875000000000004441
       46        42 0.33750000000000013323
       46        43 -0.67499999999999982236
       46        44 0.37499999999999955591
       46        45 1.0108516314968771262e-15
       46        46 3.3750000000000004441
       46        47 -1.687499999999999778
       46        48 -8.0491169285323849181e-16
       46        49 -1.249000902703301108e-16
       47        40 -0.037499999999999963918
       47        41 0.33750000000000018874
       47        42 0.33750000000000029976
       47        43 0.33749999999999980016
       47        44 -0.63749999999999928946
       47        45 -2.0250000000000021316
       47        46 -1.687499999999999778
       47        47 3.375
       47        48 9.9920072216264088638e-16
       47        49 -1.4571677198205179593e-16
       48        40 0.33749999999999985567
       48        41 0.33750000000000007772
       48        42 0.33749999999999968914
       48        43 -0.037499999999999866773
       48        44 -0.63749999999999962252
       48        45 -2.0249999999999994671
       48        46 -8.4654505627668186207e-16
       48        47 1.0547118733938987134e-15
       48        48 3.3749999999999986677
       48        49 -1.6874999999999988898
       49        40 -0.67499999999999937828
       49        41 0.33749999999999846789
       49        42 -1.6874999999999984457
       49        43 -0.037499999999999686362
       49        44 0.37499999999999994449
       49        45 1.1069807754418425236e-15
       49        46 -1.1102230246251565404e-16
       49        47 -1.4571677198205179593e-16
       49        48 -1.6874999999999991118
       49        49 3.3749999999999986677

